REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
16 - Caraga,Agusan del Sur College,Private,Agusan Del Sur,City of Bayugan,http://www.agusandelsurcollege.com,(085) 231-2150,
16 - Caraga,Agusan Del Sur State College of Agriculture and Technology,SUC,Agusan Del Sur,Bunawan,https://asscat.edu.ph,None,
16 - Caraga,Asian College Foundation,Private,Agusan Del Norte,City of Butuan,,(085) 815-3646,
16 - Caraga,Butuan City Colleges,Private,Agusan Del Norte,City of Butuan,bcc1950.edu.ph,(085) 3001337,
16 - Caraga,Butuan Doctors' College,Private,Agusan Del Norte,City of Butuan,,085 - 3416933  085 8155690,
16 - Caraga,Don Jose Ecleo Memorial College,Private,Dinagat Islands,San Jose,djemfcst.com,917000000,
16 - Caraga,Elisa R. Ochoa Memorial Northern Mindanao School of Midwifery,Private,Agusan Del Norte,City of Butuan,https://eromnmsm.edu.ph/,(085) 817-6857,
16 - Caraga,Northern Mindanao Colleges,Private,Agusan Del Norte,City of Cabadbaran,http://www.normi.edu.ph,(085) 818-50-51,
16 - Caraga,Caraga State University-Cabadbaran Campus,SUC,Agusan Del Norte,City of Cabadbaran,http://www.csucc.edu.ph,(085) 818-5583,
16 - Caraga,Caraga State University-Main Campus,SUC,Agusan Del Norte,City of Butuan,http://www.carsu.edu.ph/,(+63) 917-707-8464,
16 - Caraga,Northwestern Agusan Colleges,Private,Agusan Del Norte,Nasipit,http://www.nac.edu.ph,(085) 283-0546,
16 - Caraga,Philippine Normal University-Mindanao Campus,SUC,Agusan Del Sur,Prosperidad,http://www.pnumindanao.com,(085) 241-3085,
16 - Caraga,Saint Francis Xavier College,Private,Agusan Del Sur,San Francisco,,09088855380 / 09399365618,
16 - Caraga,Saint Joseph Institute of Technology,Private,Agusan Del Norte,City of Butuan,http://www.sjit.edu.ph,(085)225-6228,
16 - Caraga,St. Jude Thaddeus Institute of Technology,Private,Surigao Del Norte,City of Surigao,https://sjtit.edu.ph/,(086) 827-1460,
16 - Caraga,San Francisco Colleges,Private,Agusan Del Sur,San Francisco,,(085)242-0147,
16 - Caraga,St. Paul University Surigao,Private,Surigao Del Norte,City of Surigao,https://spus.edu.ph/,(086) 826-4325,
16 - Caraga,Surigao State College of Technology-Main,SUC,Surigao Del Norte,City of Surigao,http://www.snsu.edu.ph,(086) 827-3741,
16 - Caraga,Surigao Education Center,Private,Surigao Del Norte,City of Surigao,http://www.sec.edu.ph,(086) 231-7048,
16 - Caraga,Father Saturnino Urios University,Private,Agusan Del Norte,City of Butuan,http://www.urios.edu.ph,(085) 975-9840 (local no. 3512),
16 - Caraga,Northeastern Mindanao Colleges,Private,Surigao Del Norte,City of Surigao,http://www.nemco.edu.ph,None,
16 - Caraga,Surigao State College of Technology-Del Carmen,SUC,Surigao Del Norte,Del Carmen,http://www.snsu.edu.ph/,None,
16 - Caraga,Andres Soriano Colleges of Bislig,Private,Surigao Del Sur,City of Bislig,asc-bislig.com,(086) 853 2306,
16 - Caraga,Saint Michael College-Cantilan,Private,Surigao Del Sur,Cantilan,http://www.smccantilan.edu.ph,(086) 212-5194,
16 - Caraga,Saint Theresa College of Tandag,Private,Surigao Del Sur,City of Tandag,http://www.stctandag.edu.ph,9500000000,
16 - Caraga,Saint Vincent de Paul Diocesan College,Private,Surigao Del Sur,City of Bislig,,(086) 856 1953,
16 - Caraga,North Eastern Mindanao State University-Cagwait,SUC,Surigao Del Sur,Cagwait,http://www.sdssu.edu.ph,None,
16 - Caraga,North Eastern Mindanao State University-Lianga,SUC,Surigao Del Sur,Lianga,nemsu.edu.ph,None,
16 - Caraga,North Eastern Mindanao State University-Tagbina,SUC,Surigao Del Sur,Tagbina,https://nemsu-tagbina.edu.ph/,(086) 214-6191,
16 - Caraga,North Eastern Mindanao State University-San Miguel,SUC,Surigao Del Sur,San Miguel,http://www.nemsu.edu.ph,(086) 214-6191,
16 - Caraga,Southern Technological Institute of the Philippines,Private,Surigao Del Sur,City of Bislig,stip.com.ph,(086) 853-7342,
16 - Caraga,Surigao Sur Colleges,Private,Surigao Del Sur,Barobo,,9300000000,
16 - Caraga,North Eastern Mindanao State University-Cantilan,SUC,Surigao Del Sur,Cantilan,http://www.nemsu.edu.ph,(086) 212-5132,
16 - Caraga,North Eastern Mindanao State University-Main,SUC,Surigao Del Sur,City of Tandag,http://www.nemsu.edu.ph,086-214-4221,
16 - Caraga,University of Southeastern Philippines-Bislig Campus,SUC,Surigao Del Sur,City of Bislig,http://www.nemsu.edu.ph,086-645-6452,
16 - Caraga,Siargao Island Institute of Technology,Private,Surigao Del Norte,Dapa,http://www.siit.edu.ph,086-8166106,
16 - Caraga,Caraga Institute of Technology,Private,Agusan Del Norte,Kitcharao,http://www.citkitcharao.edu.ph,09177231006 09177238789,
16 - Caraga,De La Salle John Bosco College,Private,Surigao Del Sur,City of Bislig,http://www.dlsjbc.edu.ph,086-853-3415,
16 - Caraga,Mt. Carmel College of San Francisco,Private,Agusan Del Sur,San Francisco,,(085) 839-2161,
16 - Caraga,Surigao State College of Technology-Malimono,SUC,Surigao Del Norte,Malimono,http://www.snsu.edu.ph,(086) 826-0135; (086) 231-7798,
16 - Caraga,Saint Michael College of Caraga,Private,Agusan Del Norte,Nasipit,http://www.smccnasipit.edu.ph,(085) 300-2932,
16 - Caraga,Southway College of Technology,Private,Agusan Del Sur,San Francisco,http://www.socotech.edu.ph,(085) 839-1170,
16 - Caraga,Holy Child Colleges of Butuan City,Private,Agusan Del Norte,City of Butuan,http://www.hccb.edu.ph,085 342 3975,
16 - Caraga,STI College-Surigao,Private,Surigao Del Norte,City of Surigao,http://www.sti.edu,(086) 826-8087,
16 - Caraga,Saint Peter College Seminary,Private,Agusan Del Norte,City of Butuan,http://spcs.clan.ac,(085) 342-37-57,
16 - Caraga,Bucas Grande Foundation College,Private,Surigao Del Norte,Socorro,bgfc.edu.ph,9090000000,
16 - Caraga,ACLC College of Butuan City,Private,Agusan Del Norte,City of Butuan,http://www.aclc.edu.ph  http://www.aclcbutuan.com,(085) 3415719,
16 - Caraga,Hinatuan Southern College,LUC,Surigao Del Sur,Hinatuan,,866000000,
16 - Caraga,Philippine Electronics and Communication Institute of Technology,Private,Agusan Del Norte,City of Butuan,pecit.edu.ph,9510000000,
16 - Caraga,Candelaria Institute of Technology of Cabadbaran,Private,Agusan Del Norte,City of Cabadbaran,,(085) 343-0994,
16 - Caraga,Surigao Doctors' College,Private,Surigao Del Norte,City of Surigao,,(086) 827-1569,
16 - Caraga,Surigao State College of Technology-Mainit,SUC,Surigao Del Norte,Mainit,snsu.edu.ph,None,
16 - Caraga,Merchant Marine Academy of Caraga,Private,Agusan Del Norte,City of Butuan,mmacibutuan.edu.ph,(085) 817-0476 / +639171059644,
16 - Caraga,Caraga School of Business,Private,Agusan Del Sur,City of Bayugan,csb.edu.ph,(085) 8305272,
16 - Caraga,Agusan del Sur State College of Agriculture and Technology - Trento Campus,SUC,Agusan Del Sur,Trento,https://tc.asscat.edu.ph,None,
17 - MIMAROPA,Abada College,Private,Oriental Mindoro,Pinamalayan,http://www.abadacollege.edu.ph,(043)284-7387 (043) 284-71-50,
17 - MIMAROPA,Colegio De San Sebastian-Sablayan,Private,Occidental Mindoro,Sablayan,,,
17 - MIMAROPA,Divine Word College of Calapan,Private,Oriental Mindoro,City of Calapan,http://www.dwcc.edu.ph,(043) 288-9311,
17 - MIMAROPA,Divine Word College of San Jose,Private,Occidental Mindoro,San Jose,http://www.dwcsj.com,(043) 4570474,
17 - MIMAROPA,Eastern Mindoro College,Private,Oriental Mindoro,Bongabong,,043-743-8324,
17 - MIMAROPA,EMA EMITS College Philippines,Private,Oriental Mindoro,Pinamalayan,,(043)738-1622; (043)738-1519,
17 - MIMAROPA,Grace Mission College,Private,Oriental Mindoro,Socorro,,6.39E+11,
17 - MIMAROPA,Holy Trinity University,Private,Palawan,City of Puerto Princesa,htu.edu.ph,(048) 433-2161 0919 704 8504 (Registrar Office),
17 - MIMAROPA,St. Mary's College of Marinduque,Private,Marinduque,Boac,,042 332 1870,
17 - MIMAROPA,Luna Goco Colleges-Calapan,Private,Oriental Mindoro,City of Calapan,,09515919616 / 09452850486,
17 - MIMAROPA,Marinduque State University-Main Campus,SUC,Marinduque,Boac,https://mscmarinduque.edu.ph,(042) 332-2028,
17 - MIMAROPA,Mindoro State University-Main Campus,SUC,Oriental Mindoro,Victoria,minsu.edu.ph,043-286-2368,
17 - MIMAROPA,Marinduque State University-Torrijos Campus,SUC,Marinduque,Torrijos,https://mscmarinduque.edu.ph,(042) 332-2028,
17 - MIMAROPA,Occidental Mindoro State College,SUC,Occidental Mindoro,San Jose,http://www.omsc.edu.ph,(043) 457-0889 / (043) 457-0259,
17 - MIMAROPA,Western Philippines University,SUC,Palawan,Aborlan,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Western Philippines University-El Nido,SUC,Palawan,El Nido,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Western Philippines University-Busuanga,SUC,Palawan,Busuanga,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Western Philippines University-Culion,SUC,Palawan,Culion,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Western Philippines University-Quezon,SUC,Palawan,Quezon,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Western Philippines University-Rio Tuba,SUC,Palawan,Aborlan,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,Palawan Polytechnic College,Private,Palawan,City of Puerto Princesa,https:ppci.mats,048-434-2393,
17 - MIMAROPA,Palawan State University,SUC,Palawan,City of Puerto Princesa,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Palawan State University-Narra,SUC,Palawan,Narra,http://www.psu.palawan.edu.ph,9170000000,
17 - MIMAROPA,Palawan State University-Dumaran,SUC,Palawan,Dumaran,http://www.psu.palawan.edu.ph,0917-123-9340,
17 - MIMAROPA,Palawan State University- Balabac,SUC,Palawan,Balabac,http://www.psu.palawan.edu.ph,9270000000,
17 - MIMAROPA,Palawan State University-Bataraza,SUC,Palawan,Bataraza,http://www.psu.palawan.edu.ph,9180000000,
17 - MIMAROPA,Palawan State University-Sofronio Española,SUC,Palawan,Sofronio EspaÃ±ola,http://www.psu.palawan.edu.ph,9170000000,
17 - MIMAROPA,Romblon State University-San Andres Campus,SUC,Romblon,San Andres,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-Main,SUC,Romblon,Odiongan,http://www.rsu.edu.ph,(042) 567-5273,
17 - MIMAROPA,Saint Augustine Seminary,Private,Oriental Mindoro,City of Calapan,,(043) 288-7164,
17 - MIMAROPA,San Francisco Javier College,Private,Palawan,Narra,,687000000,
17 - MIMAROPA,Santa Cruz Institute-Marinduque,Private,Marinduque,Santa Cruz,,,
17 - MIMAROPA,Seminario De San Jose,Private,Palawan,City of Puerto Princesa,,(048) 433-2507,
17 - MIMAROPA,Educational Systems Technological Institute,Private,Marinduque,Boac,,(042)332-2068   (042)332-1459,
17 - MIMAROPA,Occidental Mindoro State College-Labangan Campus,SUC,Occidental Mindoro,San Jose,http://www.omsc.edu.ph,(043) 457-0889 / (043) 457-0259,
17 - MIMAROPA,Romblon State University-San Fernando Campus,SUC,Romblon,San Fernando,http://www.rsu.edu.ph,,
17 - MIMAROPA,Mindoro State University-Calapan City Campus,SUC,Oriental Mindoro,City of Calapan,http://www.minscat.edu.ph,(043) 286-7371,
17 - MIMAROPA,Fullbright College,Private,Palawan,City of Puerto Princesa,,(048)434-3097,
17 - MIMAROPA,Marinduque Midwest College,Private,Marinduque,Gasan,,(042)704-0131,
17 - MIMAROPA,Mindoro State University-Bongabong Campus,SUC,Oriental Mindoro,Bongabong,minsu.edu.ph,,
17 - MIMAROPA,Occidental Mindoro State College-Murtha Campus,SUC,Occidental Mindoro,San Jose,,,
17 - MIMAROPA,Occidental Mindoro State College-Mamburao,SUC,Occidental Mindoro,Mamburao,http://www.omsc.edu.ph,(043) 457-0889 / (043) 457-0259,
17 - MIMAROPA,Occidental Mindoro State College-Sablayan Campus,SUC,Occidental Mindoro,Sablayan,http://www.omsc.edu.ph,(043) 457-0889 / (043) 457-0259,
17 - MIMAROPA,Prince of Peace College,Private,Oriental Mindoro,Puerto Galera,,(043) 285 - 7638,
17 - MIMAROPA,John Paul College,Private,Oriental Mindoro,Roxas,,043-2892240,
17 - MIMAROPA,Marinduque State University-Gasan Campus,SUC,Marinduque,Gasan,https://mscmarinduque.edu.ph,(042) 332-2028,
17 - MIMAROPA,Marinduque State University-Sta. Cruz Campus,SUC,Marinduque,Santa Cruz,https://mscmarinduque.edu.ph,(042) 332-2028,
17 - MIMAROPA,Palawan State University-Araceli,SUC,Palawan,Araceli,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Palawan State University- Brooke's Point,SUC,Palawan,Brooke'S Point,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Palawan State University-Coron,SUC,Palawan,Coron,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Palawan State University-Cuyo,SUC,Palawan,Cuyo,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Palawan State University-Quezon,SUC,Palawan,Quezon,http://www.psu.palawan.edu.ph,(048) 433-2380,
17 - MIMAROPA,Palawan State University-Roxas,SUC,Palawan,Roxas,http://www.psu.palawan.edu.ph,(048) 433-2381,
17 - MIMAROPA,Palawan State University-Taytay,SUC,Palawan,Taytay,http://www.psu.palawan.edu.ph,(048) 433-2379,
17 - MIMAROPA,Romblon State University-Calatrava Campus,SUC,Romblon,Calatrava,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-San Agustin Campus,SUC,Romblon,San Agustin,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-Cajidiocan Campus,SUC,Romblon,Cajidiocan,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-Sta. Fe Campus,SUC,Romblon,Santa Fe,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-Sta. Maria Campus,SUC,Romblon,Santa Maria,http://www.rsu.edu.ph,,
17 - MIMAROPA,Romblon State University-Romblon Campus,SUC,Romblon,Romblon,http://www.rsu.edu.ph,,
17 - MIMAROPA,Western Philippines University-Puerto Princesa,SUC,Palawan,City of Puerto Princesa,http://www.wpu.edu.ph,6.39E+11,
17 - MIMAROPA,San Lorenzo Ruiz Seminary,Private,Romblon,Odiongan,http://www.facebook.com/slrsromblon,9990000000,
17 - MIMAROPA,Palawan State University-New Ibajay El Nido,SUC,Palawan,El Nido,oup@psu.palawan.edu.ph,9160000000,
17 - MIMAROPA,Palawan State University-Rizal,SUC,Palawan,Rizal,oup@psu.palawan.edu.ph,9520000000,
17 - MIMAROPA,Clarendon College,Private,Oriental Mindoro,Roxas,,043-289-7056,
17 - MIMAROPA,Mina de Oro Institute of Science and Technology,Private,Oriental Mindoro,Victoria,,285-5350,
17 - MIMAROPA,Ark of the Covenant Montessori Chamber of Learning College,Private,Oriental Mindoro,Victoria,,(043) 285-5381,
17 - MIMAROPA,Palawan Technological College,Private,Palawan,City of Puerto Princesa,,(048) 434-4518,
17 - MIMAROPA,Innovative College of Science and Technology,Private,Oriental Mindoro,Bongabong,http://www.icst.edu.ph,(043) 748-9015 | 748-9809,
17 - MIMAROPA,St. Anthony College-Calapan City,Private,Oriental Mindoro,City of Calapan,sacci-online.com,(043) 286-2323  (043) 286- 2364 +639368209365,
17 - MIMAROPA,Southwestern Institute of Business and Technology,Private,Oriental Mindoro,Pinamalayan,http://www.sibtech.edu.ph,,
17 - MIMAROPA,Paradigm Colleges of Science and Technology,Private,Oriental Mindoro,Roxas,,043-398-0753,
17 - MIMAROPA,Erhard Systems Technological Institute,Private,Romblon,Odiongan,http://www.esti.romblon.biz,(042) 567-32-64,
17 - MIMAROPA,Institute of Business Science and Medical Arts,Private,Oriental Mindoro,Pinamalayan,,043 748 6833,
17 - MIMAROPA,Philippine Central Islands College Foundation,Private,Occidental Mindoro,San Jose,http://mindoro.esti.edu.ph,(043) 457-0140,
17 - MIMAROPA,ACLC College of Calapan,Private,Oriental Mindoro,City of Calapan,,(043) 748-8470,
17 - MIMAROPA,Pinamalayan Maritime Foundation and Technological College,Private,Oriental Mindoro,Pinamalayan,http://www.pmftci.com,(043)-284-7536,
17 - MIMAROPA,STI College-Puerto Princesa,Private,Palawan,City of Puerto Princesa,stippc@puertoprincesa.sti.edu,(048)-434-2765,
17 - MIMAROPA,City College of Calapan,LUC,Oriental Mindoro,City of Calapan,,(043) 288-7013,
17 - MIMAROPA,Palawan State University-Linapacan,SUC,Palawan,Linapacan,http://www.psu.palawan.edu.ph,9760000000,
17 - MIMAROPA,Palawan State University-San Rafael Puerto Princesa City,SUC,Palawan,City of Puerto Princesa,http://www.psu.palawan.edu.ph,9670000000,
17 - MIMAROPA,Romblon State University-San Jose Campus,SUC,Romblon,San Jose,http://www.rsu.edu.ph,,
17 - MIMAROPA,Palawan State University-San Vicente,SUC,Palawan,San Vicente,http://www.psu.palawan.edu.ph,0966 063 3052,
17 - MIMAROPA,Baco Community College,LUC,Oriental Mindoro,Baco,,,
17 - MIMAROPA,Southwestern College of Maritime Business and Technology,Private,Oriental Mindoro,Gloria,http://www.scmbt.edu.ph,(043) 288-3038 / (043) 441-6819,
17 - MIMAROPA,Occidental Mindoro State College-Lubang Campus,SUC,Occidental Mindoro,Lubang,http://www.omsc.edu.ph,(043) 457-0231,
17 - MIMAROPA,Polytechnic University of the Philippines-Bansud,SUC,Occidental Mindoro,Bansud,,,
17 - MIMAROPA,Polytechnic University of the Philippines-Sablayan,SUC,Occidental Mindoro,Sablayan,,,
17 - MIMAROPA,Pola Community College,LUC,Oriental Mindoro,Pola,,,
17 - MIMAROPA,San Brendan College,Private,Palawan,Taytay,,048-423-2460,
17 - MIMAROPA,Colegio de Puerto Galera,LUC,Oriental Mindoro,Puerto Galera,,(043) 287 - 7067   63437387755,
17 - MIMAROPA,Colegio de Naujan,LUC,Oriental Mindoro,Naujan,,63437387755; 91756204238,
18 - Negros Island Region,ABE International Business College-Bacolod City,Private,Oriental Mindoro,City of Bacolod,http://www.amaes.edu.ph,,
18 - Negros Island Region,AMA Computer College-Bacolod,Private,Negros Occidental,City of Bacolod,,(034) 434-7192,
18 - Negros Island Region,AMA Computer College-Dumaguete City,Private,Negros Occidental,City of Dumaguete,http://www.dgte.amacc.edu.ph,(035)402-0203,
18 - Negros Island Region,Asian College of Science and Technology-Dumaguete,Private,Negros Oriental,City of Dumaguete,http://www.asiancollege.edu.ph,(035) 225-4714 loc 109,
18 - Negros Island Region,Bacolod City College,LUC,Negros Occidental,City of Bacolod,,034-707-7469,
18 - Negros Island Region,Bago City College,LUC,Negros Occidental,City of Bago,http://www.bagocitycollege@gmail.com,034 4610 962,
